-,-,-
23, -440, 52
38, -532, -21
-92, -664, 290
-5, -687, 538
-119, -1052, -279
85, -1675, -1611
1498, -1778, -1997
1998, -1458, -1823
1998, -646, 34
1453, 163, 1400
365, 863, 1714
225, 1513, 1756
-110, 1865, 1998
-685, 1913, 1998
-978, 1882, 1998
-862, 1893, 1996
-862, 1893, 1996
-465, 1939, 1888
62, 1997, 1857
189, 1997, 1952
86, 1892, 1604
119, 1638, 928
-186, 1095, 436
-249, 333, 545
255, -575, 489
938, -1336, 419
1835, -1745, 1030
-,-,-
-48, -228, -431
-38, -299, -263
51, -363, -232
191, -467, -179
250, -584, -156
101, -753, -165
-8, -929, -35
-398, -1276, 60
-249, -1766, -326
815, -1949, -641
1921, -1618, -1397
1998, -983, -803
1749, 74, 474
491, 978, 1575
491, 978, 1575
-59, 1523, 1877
-258, 1709, 1998
-532, 1577, 1998
-526, 1414, 1998
-328, 1157, 1876
137, 1082, 1488
611, 1195, 1266
627, 1390, 1246
94, 1579, 1431
-475, 1700, 1357
-843, 1714, 1019
-1042, 1414, 919
-707, 904, 1176
36, 252, 1259
823, -501, 1140
823, -501, 1140
1649, -1191, 996
1998, -1704, 978
1746, -1802, 1238
1184, -1441, 1147
463, -1014, 1056
-,-,-
-4, -460, 508
-4, -460, 508
-58, -425, -88
-87, -1091, -601
438, -1649, -384
1852, -1580, -934
1998, -1417, -1877
1998, -810, -774
1820, 22, 1102
625, 881, 1343
-34, 1296, 1465
-123, 1440, 1962
-261, 1345, 1998
-591, 1390, 1998
-818, 1482, 1997
-770, 1503, 1998
-561, 1522, 1998
-401, 1537, 1998
-170, 1523, 1889
-55, 1395, 1604
56, 1184, 1221
295, 738, 817
295, 738, 817
-,-,-
79, -652, 422
79, -652, 422
312, -663, -216
676, -919, -1445
1508, -975, -1997
1998, -495, -1997
1998, 223, -1062
1629, 996, 1718
618, 1087, 1998
395, 1208, 1998
-59, 1223, 1998
-639, 1131, 1998
-1030, 1047, 1998
-920, 1019, 1998
-570, 967, 1998
-399, 1015, 1997
-346, 1223, 1724
-222, 1382, 1658
-202, 1351, 1740
-57, 1317, 1443
-54, 1160, 923
-3, 822, 580
-,-,-
317, -628, 57
-101, -715, 82
-115, -674, 1113
63, -697, 1618
63, -697, 1618
167, -711, 545
227, -669, -284
387, -707, -828
595, -906, -1662
1031, -1007, -1997
1830, -746, -1997
1998, -306, -1581
1772, 146, 124
1335, 546, 1493
964, 870, 1998
655, 1156, 1998
74, 1348, 1998
-661, 1426, 1998
-939, 1331, 1998
-727, 1251, 1998
-265, 1315, 1998
32, 1348, 1957
32, 1348, 1957
-,-,-
149, -589, 498
271, -739, 227
720, -996, -298
720, -996, -298
1473, -1381, -909
1998, -1511, -1600
1961, -453, -719
1223, 238, 692
1223, 238, 692
645, 825, 1289
370, 1301, 1841
-399, 1580, 1998
-966, 1756, 1998
-1062, 1646, 1998
-1175, 1372, 1998
-896, 1309, 1998
-420, 1355, 1998
-59, 1451, 1998
16, 1415, 1979
-11, 1309, 1625
79, 1206, 1182
187, 884, 720
228, 361, 544
228, 361, 544
239, -292, 421
348, -866, 460
1025, -1262, 333
1542, -1502, 530
-,-,-
115, -456, 442
95, -580, 110
286, -692, 315
64, -773, 758
64, -773, 758
-106, -901, 302
333, -1036, -991
1622, -1192, -1910
1998, -1278, -1970
1998, -943, -1228
1655, -371, -231
1007, 155, 671
886, 624, 1311
633, 1105, 1705
-103, 1480, 1998
-633, 1638, 1998
-854, 1702, 1998
-1061, 1766, 1998
-1060, 1722, 1998
-666, 1762, 1998
-428, 1633, 1998
-86, 1454, 1913
221, 1167, 1395
442, 775, 1029
275, 295, 533
-69, -279, 270
-69, -279, 270
116, -939, 216
1073, -1456, -12
-,-,-
-41, -453, 150
-111, -510, 112
-210, -663, 84
268, -758, 103
885, -1070, -1025
1926, -1404, -1985
1998, -1355, -1960
1998, -813, -541
1390, -19, 872
283, 594, 1039
219, 971, 1402
-136, 1192, 1989
-896, 1349, 1998
-1195, 1441, 1998
-1146, 1472, 1998
-802, 1456, 1998
-476, 1493, 1938
83, 1441, 1924
500, 1300, 1998
500, 1300, 1998
483, 1172, 1998
300, 954, 1585
21, 638, 1038
-,-,-
-591, -214, -133
-802, -241, -9
-681, -419, 272
-70, -473, 567
341, -734, 427
1031, -1116, -517
1914, -1603, -1586
1998, -1691, -1963
1998, -1043, -1854
1998, 48, -342
1096, 1031, 1189
100, 1529, 1378
80, 1838, 1903
-428, 1988, 1998
-1035, 1880, 1998
-1331, 1802, 1998
-1368, 1682, 1998
-1058, 1561, 1998
-447, 1592, 1998
118, 1569, 1965
326, 1405, 1622
430, 1251, 1289
-,-,-
372, -401, -203
81, -540, -381
19, -591, -110
120, -658, -210
569, -963, -1057
569, -963, -1605
1425, -1280, -1605
1998, -1136, -1835
1998, -430, -592
1497, 337, 863
580, 782, 1664
580, 782, 1664
352, 1093, 1988
13, 1435, 1998
-599, 1727, 1998
-1189, 1782, 1998
-1195, 1839, 1998
-1002, 1802, 1998
-770, 1798, 1998
-334, 1759, 1804
-142, 1524, 1328
19, 1217, 1002
105, 860, 752
198, 322, 806
373, -399, 818
-,-,-
416, -371, 23
416, -371, 23
262, -497, 6
220, -539, 222
493, -604, 138
951, -925, -723
1782, -1344, -1361
1998, -1597, -1302
1998, -1480, -1087
1998, -807, -443
1302, 82, 295
83, 753, 1000
-260, 1109, 1709
-110, 1448, 1997
-412, 1742, 1998
-993, 1821, 1998
-1119, 1729, 1998
-764, 1649, 1998
-244, 1729, 1998
65, 1692, 1998
65, 1692, 1998
-28, 1626, 1710
-380, 1434, 1116
-426, 1038, 681
-282, 411, 624
-92, -295, 746
-,-,-
123, -719, 1115
324, -772, 647
675, -928, -290
873, -1320, -1457
1395, -1464, -1997
1990, -1025, -1997
1974, -324, -1552
1258, 384, 590
505, 675, 1715
718, 944, 1990
600, 1112, 1998
-84, 1292, 1998
-84, 1292, 1998
-602, 1529, 1998
-754, 1571, 1998
-564, 1589, 1998
-250, 1707, 1996
-131, 1783, 1845
-47, 1786, 1739
-115, 1627, 1433
92, 1419, 852
192, 830, 423
207, 34, 295
457, -760, 241
457, -760, 241
-,-,-
475, -606, 197
141, -680, 106
71, -755, -16
452, -852, -681
1150, -1254, -1584
1924, -1404, -1997
1998, -1224, -1990
1998, -738, -976
1793, -86, 624
1053, 542, 1452
628, 1094, 1989
205, 1602, 1998
-420, 1944, 1998
-420, 1944, 1998
-1100, 1970, 1998
-1002, 1703, 1998
-499, 1681, 1998
-243, 1616, 1974
-149, 1512, 1539
-149, 1512, 1539
-171, 1371, 1062
149, 1119, 750
531, 682, 676
533, 33, 501
452, -509, 414
427, -1166, 281
813, -1366, 716
1344, -1432, 1260
-,-,-
131, -471, 400
82, -548, 546
300, -799, 411
880, -1098, -474
1909, -1637, -1378
1998, -1716, -1330
1998, -1036, -701
1831, 56, 276
453, 901, 1254
-148, 1350, 1625
-556, 1716, 1998
-1385, 1918, 1998
-1562, 1986, 1998
-1487, 1991, 1998
-1349, 1861, 1998
-986, 1797, 1998
-504, 1750, 1654
-171, 1487, 1151
94, 1128, 952
321, 746, 783
407, 142, 627
407, 142, 627
465, -453, 565
793, -940, 585
-,-,-
81, -521, 301
78, -590, 293
-9, -683, 363
223, -825, 117
633, -1081, -506
1306, -1393, -875
1945, -1613, -933
1998, -1498, -904
1840, -910, -559
1088, -223, 154
714, 369, 736
714, 369, 736
940, 1006, 1335
498, 1690, 1984
-371, 1996, 1998
-863, 1997, 1998
-985, 1997, 1998
-800, 1997, 1998
-588, 1980, 1998
-374, 1925, 1941
-214, 1801, 1438
-68, 1552, 1079
128, 1211, 969
321, 758, 812
239, 112, 731
239, 112, 731
204, -601, 723
694, -1201, 589
-,-,-
474, -593, -289
676, -625, -433
993, -858, -1064
1265, -1314, -1831
1822, -1276, -1997
1998, -948, -1972
1818, -424, -676
1265, 245, 1089
807, 720, 1696
479, 1229, 1995
479, 1229, 1995
15, 1607, 1998
-556, 1804, 1998
-1012, 1864, 1998
-1178, 1712, 1998
-771, 1657, 1998
-223, 1658, 1942
57, 1561, 1906
209, 1352, 1855
121, 1250, 1587
-40, 1071, 989
149, 678, 565
266, 49, 387
266, 49, 387
365, -648, 295
852, -1223, 301
1355, -1506, 484
-,-,-
470, -644, -133
319, -702, -122
223, -764, -170
271, -900, -189
543, -1111, -509
776, -1384, -1192
1626, -1317, -1891
1998, -978, -1707
1947, -352, 105
1029, 236, 1431
498, 721, 1216
516, 1287, 1778
59, 1522, 1998
-432, 1682, 1998
-895, 1755, 1998
-999, 1701, 1998
-607, 1708, 1998
-236, 1722, 1998
-53, 1732, 1989
-53, 1732, 1989
-140, 1630, 1599
-131, 1446, 1087
106, 1142, 620
317, 590, 349
427, -146, -9
418, -778, 161
1044, -1125, 576
1662, -1414, 1224
823, -1453, 105
730, -1186, 1913
-,-,-
68, -677, 341
186, -858, -118
458, -1270, -617
984, -1747, -1128
1915, -1696, -1952
1998, -914, -1984
1824, -11, -15
713, 855, 1508
502, 1392, 1817
-35, 1740, 1998
-35, 1740, 1998
-683, 1645, 1998
-801, 1629, 1998
-773, 1545, 1998
-642, 1397, 1998
-246, 1411, 1998
16, 1520, 1799
85, 1425, 1601
76, 1275, 1428
18, 1046, 1166
-102, 738, 790
-127, 314, 607
112, -257, 597
112, -257, 597
409, -903, 627
961, -1249, 561
1344, -1414, 630
-,-,-
26, -794, 526
135, -784, 553
187, -952, 417
81, -1172, 468
254, -1402, 257
254, -1402, 257
686, -1587, -954
1189, -1517, -1963
1542, -1000, -1925
586, 201, 665
586, 201, 665
688, 722, 1196
787, 1117, 1783
564, 1475, 1998
84, 1714, 1998
-351, 1581, 1998
-142, 1430, 1998
20, 1487, 1998
22, 1531, 1939
22, 1531, 1939
116, 1489, 1769
281, 1401, 1433
224, 1279, 1003
64, 1049, 735
60, 659, 555
87, 74, 634
87, 74, 634
174, -597, 573
457, -1156, 377
1106, -1545, 421
-,-,-
-98, -581, 323
-158, -659, 330
-180, -707, 286
-145, -742, 283
-244, -894, 218
-121, -1225, -341
528, -1763, -1268
1666, -1920, -1939
1997, -1670, -1740
1938, -1011, -360
1252, -231, 818
776, 591, 1240
745, 1257, 1858
428, 1764, 1998
-463, 1857, 1998
-965, 1910, 1998
-965, 1910, 1998
-1067, 1775, 1998
80, 1483, 1980
80, 1483, 1980
426, 1439, 1585
593, 1381, 1202
458, 1247, 1031
307, 1070, 950
274, 847, 822
228, 474, 756
67, -71, 758
67, -71, 758
-16, -678, 764
114, -1090, 770
-,-,-
146, -937, 228
146, -937, 228
263, -968, -427
424, -1091, -1683
1214, -1311, -1997
1997, -988, -1997
1995, -135, 159
1134, 328, 1768
606, 801, 1915
478, 1516, 1998
-165, 1591, 1998
-391, 1588, 1998
-607, 1409, 1998
-629, 1128, 1998
-383, 1000, 1737
-128, 942, 1438
131, 882, 1458
215, 835, 1557
277, 868, 1288
277, 868, 1288
298, 916, 1086
333, 877, 995
210, 739, 1026
54, 509, 960
42, 196, 724
42, 196, 724
52, -161, 684
170, -467, 763
335, -794, 800
-,-,-
128, -575, 490
9, -677, 403
168, -724, 351
210, -795, 157
210, -795, 157
319, -807, -342
565, -1298, -807
1277, -1745, -1234
1930, -1809, -1660
1997, -1133, -1583
1360, 350, 835
1360, 350, 835
1090, 874, 1535
834, 1338, 1998
122, 1697, 1998
-755, 1765, 1998
-937, 1725, 1998
-717, 1605, 1998
-427, 1598, 1998
-194, 1742, 1978
-90, 1765, 1788
36, 1648, 1482
187, 1521, 1224
301, 1260, 726
173, 854, 366
173, 854, 366
-197, 200, 402
-651, -534, 864
-12, -916, 734
1557, -1170, 621
1973, -1511, 993
-,-,-
225, -783, -106
342, -891, -216
441, -1136, -445
772, -1408, -1029
1603, -1439, -1925
1997, -994, -1997
1997, -460, -1461
1774, 197, 557
1340, 840, 1661
667, 1249, 1998
95, 1543, 1998
-332, 1713, 1998
-782, 1692, 1998
-1053, 1460, 1998
-967, 1221, 1998
-628, 1159, 1887
-396, 1138, 1548
-264, 1093, 1592
-39, 1095, 1536
340, 1239, 1182
526, 1231, 663
336, 978, 510
-138, 583, 507
-138, 583, 507
-364, 200, 697
-123, -233, 811
498, -742, 673
1180, -1249, 782
-,-,-
424, -566, 47
547, -514, -783
547, -514, -783
755, -593, -1563
1257, -610, -1995
1931, -592, -1997
1997, -373, -1058
1173, 458, 1384
1173, 458, 1384
496, 877, 1994
-35, 1115, 1998
-374, 1235, 1998
-863, 1385, 1998
-1311, 1285, 1998
-1149, 1161, 1998
-600, 1160, 1903
-167, 1275, 1368
87, 1240, 1324
42, 1163, 1335
21, 1013, 1127
113, 824, 733
134, 422, 456
134, 422, 456
125, -101, 461
-,-,-
244, -819, 335
233, -1116, -411
996, -1282, -1552
1946, -1275, -1997
1997, -1204, -1958
1997, -661, -525
1837, 111, 952
1150, 663, 1625
588, 1161, 1979
-140, 1625, 1998
-736, 1737, 1998
-932, 1758, 1998
-1040, 1693, 1998
-1038, 1613, 1998
-817, 1550, 1998
-447, 1557, 1847
-266, 1487, 1575
-216, 1325, 1474
110, 1085, 1351
325, 763, 1167
236, 371, 916
236, 371, 916
109, -131, 803
-,-,-
357, -602, 149
379, -805, -192
683, -1048, -639
1076, -1298, -1111
1784, -1441, -1554
1997, -1306, -1429
1943, -804, -698
1236, -142, 226
637, 433, 806
460, 973, 1396
221, 1456, 1992
-534, 1685, 1998
-1020, 1741, 1998
-964, 1799, 1998
-806, 1668, 1998
-435, 1614, 1998
-177, 1588, 1932
44, 1502, 1559
44, 1502, 1559
54, 1316, 1129
50, 1079, 866
176, 791, 705
291, 417, 460
262, -129, 457
262, -129, 457
201, -718, 591
406, -1085, 722
-,-,-
563, -597, 49
283, -789, -41
175, -962, 205
455, -1164, -356
1069, -1582, -1658
1960, -1476, -1571
1997, -1040, -1586
1894, -284, -464
1020, 401, 915
495, 812, 1698
419, 1160, 1998
-15, 1366, 1998
-572, 1509, 1998
-930, 1484, 1998
-811, 1441, 1998
-548, 1471, 1910
-548, 1471, 1910
-487, 1576, 1605
-530, 1612, 1547
-494, 1541, 1422
-294, 1401, 1134
-78, 1153, 784
121, 710, 729
436, 182, 741
654, -431, 941
1032, -879, 952
1256, -1173, 837
1115, -1304, 950
-,-,-
41, -451, 462
-151, -523, 18
-151, -523, 18
-177, -659, -415
11, -1002, -931
590, -1367, -1814
1300, -1563, -1997
1990, -1303, -1982
1930, -671, -534
1160, -96, 968
746, 429, 1188
789, 934, 1811
686, 1222, 1998
285, 1385, 1998
-207, 1543, 1998
-355, 1609, 1998
-167, 1521, 1998
-22, 1452, 1995
-85, 1392, 1642
-72, 1264, 1310
93, 1065, 1281
355, 853, 1127
355, 853, 1127
374, 631, 892
221, 352, 839
10, 16, 890
86, -297, 654
86, -297, 654
293, -638, 499
538, -967, 514
883, -1199, 897
-,-,-
42, -817, -268
185, -875, -410
558, -1093, -1030
1101, -1309, -1909
1641, -1239, -1997
1994, -608, -1873
1957, -147, -270
1576, 122, 1304
1309, 667, 1795
724, 1234, 1998
-121, 1494, 1998
-498, 1613, 1998
-710, 1665, 1998
-981, 1581, 1998
-804, 1541, 1998
-709, 1498, 1832
-505, 1448, 1579
-363, 1333, 1566
-216, 1217, 1324
92, 1059, 1034
299, 813, 806
299, 813, 806
462, 525, 725
301, 135, 818
84, -303, 786
134, -688, 494
632, -945, 431
632, -945, 967
1142, -1151, 967
-,-,-
126, -730, 436
128, -723, 267
235, -656, -97
416, -736, -628
416, -736, -628
1006, -808, -1110
1535, -759, -1512
1660, -695, -1997
1975, -240, -1970
1688, 706, 1928
1688, 706, 1928
1043, 975, 1998
313, 1376, 1998
-531, 1477, 1998
-1009, 1491, 1998
-1197, 1524, 1998
-1033, 1556, 1998
-833, 1553, 1998
-757, 1636, 1998
-799, 1685, 1831
-357, 1530, 1163
99, 1088, 894
509, 539, 738
481, -43, 770
459, -480, 598
538, -798, 336
538, -798, 336
568, -1004, 365
591, -1115, 786
-,-,-
-18, -245, 137
-117, -351, 80
-92, -392, 41
48, -364, 48
-7, -444, 183
-7, -444, 183
58, -633, 426
432, -811, 116
941, -1104, -523
1738, -1369, -1071
1997, -1510, -1616
1997, -1187, -1325
1894, -479, -312
883, 201, 721
442, 756, 1496
476, 1104, 1941
93, 1517, 1998
-568, 1658, 1998
-994, 1581, 1998
-893, 1533, 1998
-661, 1586, 1998
-595, 1626, 1998
-533, 1689, 1985
-540, 1695, 1797
-577, 1610, 1382
-317, 1504, 923
-115, 1141, 677
-115, 1141, 677
56, 666, 566
360, 16, 514
869, -705, 612
1534, -1207, 709
1735, -1463, 926
1259, -1509, 1162
744, -1299, 1158
427, -989, 1026
287, -714, 991
218, -514, 1104
100, -342, 1216
-,-,-
173, -553, 280
91, -774, 8
37, -1037, -595
159, -1303, -1254
909, -1548, -1945
1878, -1532, -1969
1997, -1088, -977
1535, -476, 544
919, 141, 951
871, 639, 1290
871, 639, 1290
753, 1070, 1979
130, 1525, 1998
-650, 1720, 1994
-912, 1508, 1995
-579, 1342, 1998
168, 1312, 1950
243, 1277, 1998
129, 1313, 1995
-3, 1259, 1740
38, 1137, 1380
94, 932, 1117
253, 635, 898
253, 635, 898
262, 165, 680
82, -395, 416
116, -765, 579
-,-,-
531, -781, 112
688, -970, -573
1123, -1249, -1151
1429, -1414, -1244
1674, -1315, -1446
1563, -837, -1135
1029, -256, -302
769, 320, 346
640, 802, 1201
287, 1277, 1933
-97, 1585, 1998
-459, 1671, 1998
-748, 1644, 1998
-748, 1644, 1998
-889, 1508, 1998
-614, 1492, 1998
-266, 1524, 1970
-201, 1445, 1824
-254, 1368, 1405
-238, 1252, 984
-93, 973, 635
-51, 531, 583
-149, -96, 724
-321, -752, 1061
-,-,-
261, -677, 76
459, -674, -851
459, -674, -851
921, -743, -1570
1500, -706, -1784
1928, -630, -1716
1997, -291, -392
1932, 31, 1228
1330, 519, 1835
608, 987, 1998
-54, 1212, 1998
-364, 1348, 1998
-799, 1355, 1998
-1180, 1322, 1998
-1235, 1226, 1986
-974, 1225, 1872
-732, 1260, 1779
-480, 1332, 1665
-244, 1392, 1423
-76, 1322, 1196
122, 1178, 1004
202, 903, 888
111, 521, 796
111, 521, 796
53, 67, 803
348, -389, 566
705, -831, 428
-,-,-
47, -576, 403
130, -626, 547
130, -626, 547
308, -690, 359
463, -872, -101
993, -1059, -890
1933, -1141, -1850
1997, -981, -1456
1997, -674, 287
1829, -167, 1520
940, 483, 1508
424, 1064, 1474
-276, 1489, 1951
-951, 1779, 1998
-1492, 1857, 1998
-1562, 1826, 1998
-1304, 1772, 1993
-927, 1778, 1944
-736, 1728, 1846
-531, 1667, 1638
-258, 1543, 1411
-56, 1336, 1124
160, 1014, 968
357, 486, 718
558, -181, 530
558, -181, 530
706, -733, 569
-,-,-
331, -663, 493
352, -601, 408
352, -601, 408
675, -759, -464
1127, -1146, -1689
1891, -1432, -1997
1997, -1129, -1997
1232, -15, 209
1232, -15, 209
711, 360, 1301
756, 678, 1927
195, 1024, 1998
-494, 1162, 1998
-719, 1215, 1998
-644, 1210, 1998
-509, 1150, 1998
-432, 1280, 1976
-393, 1514, 1894
-276, 1624, 1972
-142, 1623, 1917
-100, 1584, 1464
-102, 1409, 943
62, 1048, 547
72, 413, 470
72, 413, 470
149, -342, 446
568, -1081, 678
-,-,-
183, -706, 312
-47, -701, 380
-110, -737, 471
-48, -783, 291
-126, -885, -12
-24, -1099, -272
378, -1496, -533
1281, -1838, -712
1945, -1806, -738
1998, -1370, -540
1664, -582, 238
1041, 193, 1035
1041, 910, 1415
766, 1613, 1870
92, 1990, 1998
-467, 1997, 1998
-892, 1997, 1998
-892, 1997, 1998
-989, 1997, 1998
-1081, 1997, 1998
-884, 1997, 1921
-492, 1997, 1159
-8, 1774, 504
395, 1162, 465
598, 433, 411
508, -407, 312
571, -1096, 558
1411, -1495, 787
1966, -1765, 1332
-,-,-
257, -739, 432
221, -755, 368
358, -819, -63
419, -993, -691
534, -1377, -1352
1625, -1834, -1983
1998, -1866, -1811
1998, -1244, -803
1829, -220, 39
703, 660, 536
312, 1207, 1249
291, 1724, 1954
-126, 1992, 1998
-664, 1997, 1998
-971, 1997, 1998
-753, 1997, 1998
-433, 1997, 1998
-229, 1997, 1998
-227, 1980, 1839
-227, 1980, 1839
-130, 1786, 1198
-99, 1485, 616
-62, 984, 541
184, 338, 673
518, -440, 365
721, -1046, 189
1365, -1321, 391
1651, -1546, 1011
-,-,-
251, -583, -57
331, -585, -413
431, -736, -1272
887, -1010, -1950
1740, -1111, -1997
1998, -745, -1997
1998, -118, -1081
1626, 459, 1000
938, 825, 1920
975, 1302, 1998
450, 1740, 1998
-594, 1984, 1998
-1098, 1997, 1998
-1039, 1997, 1998
-731, 1997, 1998
-424, 1997, 1998
-231, 1968, 1643
-187, 1678, 1136
57, 1312, 663
332, 745, 547
441, 13, 380
441, 13, 380
572, -743, 294
1129, -1223, 694
1756, -1522, 974
1609, -1663, 1363
-,-,-
58, -724, 555
214, -631, 536
240, -646, 355
81, -743, 428
255, -853, 45
255, -853, 45
781, -1089, -1230
1605, -1119, -1996
1997, -1016, -1997
1998, -536, -1989
1921, 152, -807
1212, 690, 946
869, 1069, 1894
768, 1431, 1998
356, 1729, 1998
-288, 1990, 1998
-960, 1997, 1998
-872, 1997, 1998
-620, 1997, 1998
-879, 1997, 1988
-1034, 1936, 1659
-929, 1671, 1477
-343, 1390, 1021
216, 983, 564
467, 426, 496
571, -178, 643
686, -815, 556
686, -815, 556
935, -1224, 369
-,-,-
363, -692, -13
687, -739, -309
687, -739, -309
939, -1018, -614
1017, -1302, -1278
1571, -1506, -1961
1998, -999, -1200
1948, -355, 276
1099, 422, 832
1099, 422, 832
242, 1133, 1450
94, 1615, 1997
182, 1947, 1998
-179, 1997, 1998
-850, 1997, 1998
-1026, 1997, 1998
-796, 1997, 1998
-586, 1997, 1998
-473, 1949, 1827
-440, 1722, 1301
-305, 1456, 848
177, 1185, 667
497, 599, 925
638, -133, 953
638, -133, 953
769, -817, 779
-,-,-
374, -482, -303
590, -668, -796
953, -1119, -1128
1650, -1431, -1371
1998, -1359, -1967
1997, -860, -1863
1840, -219, -526
1241, 370, 1009
751, 804, 1920
421, 1199, 1998
-57, 1487, 1998
-576, 1683, 1998
-791, 1693, 1998
-817, 1672, 1998
-859, 1682, 1998
-931, 1691, 1998
-931, 1691, 1998
-945, 1621, 1908
-713, 1434, 1569
-348, 1218, 1308
47, 925, 1028
366, 645, 892
557, 300, 837
604, -71, 663
381, -439, 364
302, -710, 480
-,-,-
-31, -536, -37
0, -723, -511
0, -723, -511
435, -1421, -1097
1684, -1990, -1306
